TCGA-PANCAN-HiSeq-801x20531,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7,gene_8,gene_9,gene_10,gene_11,gene_12,gene_13,gene_14,gene_15,gene_16,gene_17,gene_18,gene_19,gene_20,gene_21,gene_22,gene_23,gene_24,gene_25,gene_26,gene_27,gene_28,gene_29,gene_30,gene_31,gene_32,gene_33,gene_34,gene_35,gene_36,gene_37,gene_38,gene_39,gene_40,gene_41,gene_42,gene_43,gene_44,gene_45,gene_46,gene_47,gene_48,gene_49,gene_50,gene_51,gene_52,gene_53,gene_54,gene_55,gene_56,gene_57,gene_58,gene_59,gene_60,gene_61,gene_62,gene_63,gene_64,gene_65,gene_66,gene_67,gene_68,gene_69,gene_70,gene_71,gene_72,gene_73,gene_74,gene_75,gene_76,gene_77,gene_78,gene_79,gene_80,gene_81,gene_82,gene_83,gene_84,gene_85,gene_86,gene_87,gene_88,gene_89,gene_90,gene_91,gene_92,gene_93,gene_94,gene_95,gene_96,gene_97,gene_98,gene_99,gene_100,gene_101,gene_102,gene_103,gene_104,gene_105,gene_106,gene_107,gene_108,gene_109,gene_110,gene_111,gene_112,gene_113,gene_114,gene_115,gene_116,gene_117,gene_118,gene_119,gene_120,gene_121,gene_122,gene_123,gene_124,gene_125,gene_126,gene_127,gene_128,gene_129,gene_130,gene_131,gene_132,gene_133,gene_134,gene_135,gene_136,gene_137,gene_138,gene_139,gene_140,gene_141,gene_142,gene_143,gene_144,gene_145,gene_146,gene_147,gene_148,gene_149,gene_150,gene_151,gene_152,gene_153,gene_154,gene_155,gene_156,gene_157,gene_158,gene_159,gene_160,gene_161,gene_162,gene_163,gene_164,gene_165,gene_166,gene_167,gene_168,gene_169,gene_170,gene_171,gene_172,gene_173,gene_174,gene_175,gene_176,gene_177,gene_178,gene_179,gene_180,gene_181,gene_182,gene_183,gene_184,gene_185,gene_186,gene_187,gene_188,gene_189,gene_190,gene_191,gene_192,gene_193,gene_194,gene_195,gene_196,gene_197,gene_198,gene_199,gene_200,Class
sample_90,0,1.950431087,4.027322167,6.427229025,9.617234191,0,7.075297297,1.494210777,0,0,0.683202373,0.683202373,2.212320309,0,0.683202373,0,0,0,0.683202373,7.068810517,2.010242756,0,7.79492267,0,0,0,5.199118715,9.824182308,6.11776568,5.123177822,0,3.497842259,7.620073165,3.573192724,13.17378643,9.208358744,0,0,9.551214143,1.144960005,10.80689596,0,0,0.683202373,0,8.851539804,10.14752294,10.9941837,11.90752915,0.683202373,9.160252138,9.65890588,12.16723937,9.406781118,7.742841611,9.378177788,10.01022037,6.238410472,10.70954051,3.573192724,6.827488793,0,1.144960005,1.144960005,8.215212635,10.81467859,10.37511548,1.775176996,8.81320079,3.497842259,6.549532102,7.996563875,4.967385364,8.631242549,1.144960005,7.205333859,4.166667247,1.494210777,10.54918783,8.533224593,9.371595888,7.667480598,8.551973516,8.03372032,1.144960005,0,10.70011889,2.819034566,7.951383806,13.75648335,9.425962764,0.683202373,1.775176996,3.334196399,3.840493447,7.77909553,8.368493366,3.713024894,10.14675958,9.040952688,10.50827018,10.74561551,10.21451341,10.46688198,9.628317943,7.578848165,2.010242756,0.683202373,0.683202373,10.29391991,10.81030653,1.144960005,10.82386875,8.959042714,8.971282006,11.24555865,7.897434063,4.166667247,12.98344257,8.702193468,9.509862078,8.927084591,7.508602957,7.996563875,10.03193549,10.546171,7.31366307,7.211245872,11.24555865,9.035967499,9.410637904,5.100687566,8.330997523,4.065916918,6.995371451,2.389539279,10.78626146,9.480804335,9.005686297,9.127862809,11.25202672,7.972411209,11.87742218,8.828656967,9.132540857,8.121056857,10.51426037,10.04536379,8.946698699,9.980268129,11.72210309,9.233255362,12.26047266,6.781687562,5.268771223,9.003987256,8.823093325,11.11217883,9.416647657,10.31602126,8.687431675,10.04950825,9.070507401,4.995050288,2.547326432,7.6845663,2.547326432,1.144960005,0,0,8.127318584,8.504640253,3.244841403,1.775176996,7.372856356,8.394694193,7.49897682,7.78703407,11.14187084,12.22277076,0,8.82287989,10.09417008,11.77088272,6.231449689,0.683202373,9.227276587,8.54964222,8.577357069,4.511278265,1.775176996,8.803453086,9.230464828,8.896238542,11.22422482,6.622296398,9.075377529,6.040217379,10.95950212,10.8647433,7.897434063,PRAD
sample_91,0,3.801965677,3.459129933,5.997183998,9.710472406,0,8.905615652,0.554146767,0,0,0.554146767,0,2.382528924,0,0.554146767,0,0,0,0,7.285392971,3.613366629,1.720059527,8.811018191,0,0,1.740452698,4.885803733,10.11496559,7.690500906,4.132914035,0,2.246772896,7.983643496,3.613366629,13.13307316,8.243350143,0.554146767,0,9.93411691,0,10.21441627,0,0,0,0,10.29189589,9.931352126,10.82135945,11.93921556,0,9.593725378,9.908335572,12.34708981,9.282782645,8.179535931,9.866974413,9.842163315,6.406351287,11.7136142,3.004339586,6.965715034,0.953451501,0,3.667540205,9.029670974,10.84027439,11.26218883,1.265916914,8.373308898,3.667540205,8.269856026,7.43733595,4.974428357,8.068160232,0,7.445114196,4.369291982,3.004339586,10.29534421,8.488764027,10.37920506,6.675505459,8.959535443,10.82247523,3.719742007,0,11.32436622,1.740452698,7.254754644,14.46877675,10.21327437,2.506576555,3.911519023,4.908476688,4.267738031,7.626986614,9.428140297,1.929639526,9.509177221,9.534905906,10.00354602,10.55698496,10.49701351,10.54302215,9.972951075,6.687676615,1.265916914,0.953451501,0,10.00814846,11.88022252,1.740452698,10.99756763,8.340335272,10.05167118,11.75231374,7.833604857,7.377653034,15.53667522,8.391527159,10.31542132,8.765170048,7.153997818,8.775998678,9.89595995,10.06096607,6.871991458,6.12590522,11.02408692,8.940410508,8.783685822,4.69033328,9.025839972,3.998628788,4.080768504,0,10.86945504,9.310710473,9.138010632,6.543033367,12.39177524,10.84432131,12.64163182,8.33406765,9.807148808,9.24198315,12.27108363,10.04330075,9.865526052,9.68935333,11.25142323,9.28386854,13.23242093,6.23755607,4.952780844,9.28603326,10.04664657,10.37564767,10.80874703,10.19379638,8.839317183,10.34844047,8.865625026,5.265361879,0.554146767,8.423363868,4.741742016,1.522608208,3.770131311,0,8.936278693,8.831924731,1.740452698,5.265361879,6.726477038,7.21437741,10.57569996,5.446686327,11.35305858,13.76767756,0.554146767,9.067988206,10.00354602,11.97858892,3.955731266,0.554146767,9.851108742,9.455341606,8.633576519,6.414294545,1.929639526,8.397550571,9.871286147,8.716215855,11.50862177,8.102973004,9.353682773,7.040552753,10.91775247,11.16403325,11.04534331,PRAD
sample_92,0,2.434721625,2.782031066,6.496082004,9.279037103,0,7.203210947,0,0,0,0,1.368656616,2.708849377,1.368656616,0,0,0,0,0,10.92366918,3.021533028,0,7.838245873,0,0,0,2.708849377,8.7234118,6.220637578,7.055390905,0,0.840845888,6.002103898,2.708849377,14.13286919,8.744854015,0.840845888,0,9.17625295,0,8.765982204,0,0,0,1.368656616,3.852937682,10.44685585,10.26402029,11.02847246,0.840845888,8.773620574,8.400986141,10.91659607,9.674997269,7.877603163,8.174800876,9.667998536,5.097096661,11.85468531,5.341879035,6.753109755,7.115387046,0,3.1556521,9.97740873,10.8188857,11.13127179,5.690218725,7.911182235,8.427748625,9.199733683,9.041954778,7.808005276,8.631431733,0.840845888,8.483025706,5.162294642,4.482899899,7.445288042,8.58759752,8.789390183,6.717868313,8.794539335,6.99528099,1.368656616,5.952279977,10.9857708,2.708849377,9.154385236,8.229063928,9.313529301,2.309088855,3.278356528,6.393512304,5.476145108,8.390822429,8.857411889,6.379872178,11.67122259,9.059174086,10.45907295,10.80427625,9.737835457,9.845966689,10.08539279,6.250927476,1.368656616,0,0,8.825060537,8.698902568,3.1556521,9.62528145,9.09926364,7.243840421,10.05460432,8.68232749,3.278356528,12.75066931,8.460521425,9.420665557,9.359428926,6.720141633,8.118416833,10.67481018,10.39355134,11.13025522,8.463757311,11.7051226,10.71813897,11.85530066,6.109318766,9.989848597,3.59405881,4.138642475,0.840845888,10.98745588,8.779033132,8.566681988,6.66498053,10.26587286,9.769565144,10.51239481,9.222840779,8.202187507,7.575758565,8.631431733,9.417331448,1.368656616,9.947711445,11.10041267,7.787491235,11.26329855,3.77169546,9.492145613,10.77396337,8.996979014,9.537391203,8.763700377,10.77591475,7.329213313,9.5389261,8.628551255,5.796717143,1.368656616,5.712158284,2.309088855,0.840845888,0,0,6.20525174,8.080972046,0.840845888,0.840845888,7.336292315,8.209916318,8.356407951,5.712158284,11.25458578,11.8162717,0,6.158082497,10.08959613,11.32952167,6.20525174,0,8.692406274,8.671173049,8.460521425,8.05115455,2.708849377,8.67676105,7.90705289,8.84505404,10.02093828,7.594302207,8.7234118,2.058177935,10.20914871,10.41041955,10.04059111,BRCA
sample_93,0,0,2.842697303,5.826601872,10.50879506,0,9.847585141,0.560617141,0,0,0,0,2.743881143,0,0,0,0,0,0.560617141,6.862922459,0.560617141,0,11.66884067,0,0,0,0,10.90834008,6.518912758,9.609596154,0,0,6.734018587,0.963326148,13.83938096,9.7095698,0,0,10.1819349,0,10.39383017,0,0.560617141,0,4.928048109,3.974676144,11.11243299,9.076815597,11.80411892,1.944596114,8.753968827,10.3665845,11.0953113,8.703917412,7.674213458,7.140502604,10.88062431,7.577383507,11.18808808,5.556561232,5.547508439,3.392015112,1.535853894,4.735744197,7.914648232,10.54913969,11.4180476,3.255198566,6.394133388,6.937485641,9.798421577,7.986649848,6.598838601,7.956625903,0,5.681966429,4.099825386,4.950379759,9.636856593,8.835718844,10.65405418,8.426558297,8.265750989,7.070861561,1.944596114,0.560617141,9.504137692,0.963326148,9.371824552,5.668558835,8.161933018,2.842697303,5.599585596,8.261291036,9.021202089,6.619889819,8.877106182,2.842697303,10.87370556,10.21113391,9.499413412,10.44092106,10.0505017,10.83522144,8.723497128,5.668558835,1.535853894,1.277806259,0,9.127919541,9.997871018,1.535853894,11.5195478,8.290032675,9.105706884,11.14031854,8.19035806,5.419211889,10.56233784,7.790179045,9.203076325,8.702273134,6.937485641,9.429597135,9.594697827,9.871919095,8.497620349,8.913080885,10.34146323,9.686474264,10.75463701,7.183555988,10.70542504,3.516973263,4.601078426,0.963326148,10.87735316,9.127919541,10.26335137,5.036397831,11.73304075,10.1960242,10.0761208,10.16830858,9.800728448,8.335283154,9.408580253,10.14365106,4.177598929,9.571418946,9.64171942,9.922920324,13.70410898,4.513800222,8.739615239,8.655466324,10.43412778,10.24257869,7.85813645,9.925035125,9.697242134,8.28344956,9.984404217,4.214971829,5.82176633,7.211557386,6.327448452,1.535853894,0,0.560617141,8.797732848,9.16061015,0.560617141,0,3.104034669,7.15499021,8.721878444,4.355474436,11.81765923,11.04788052,5.747194025,5.759893508,9.817530528,10.89431758,4.985404794,0,8.96960237,11.1602181,9.790706886,9.14738048,3.255198566,9.104462471,9.082540273,9.398463675,10.32984118,9.281132558,9.713654579,0.963326148,10.67557779,10.76570049,11.1213781,BRCA
sample_94,0,2.188717409,2.186912516,6.259464582,9.81561065,0,7.285864547,0.36120689,0,0,0.36120689,1.096261853,2.316985621,0.36120689,0,0,0,0,0.890252115,10.44253924,3.453820441,5.281397812,7.854500652,0,0,0,2.472981583,8.706616885,7.753510942,7.087452233,0,1.276496666,5.61989422,2.915214929,12.89438769,7.649004627,0.649845352,0,9.855587993,0.36120689,11.11841554,0,0,0,0.36120689,4.081654927,11.03225929,10.37398527,10.89588575,0,8.826217964,8.732903428,11.72387848,9.722486517,8.26930905,6.066149481,9.958590414,6.70025937,11.18445388,3.295620181,6.396342761,6.22821648,0.36120689,3.164448409,10.52559911,11.09384008,11.4947456,4.032338921,7.179451335,6.34894233,8.783145582,7.106871729,5.321055,9.435301467,0.36120689,5.48581965,4.837741452,0.649845352,5.264626503,8.823567866,9.423395386,8.040651377,7.928808514,9.141046989,1.096261853,1.436694888,10.26580255,1.096261853,7.01783285,7.055347518,11.22153275,0.890252115,4.77915464,7.52524673,9.160542084,6.860726963,8.568575598,4.081654927,11.40783602,8.56315813,10.39089979,10.33257368,10.34651373,9.812419607,11.23879283,5.997143343,1.711935357,1.436694888,1.580869063,9.339720867,9.111670386,2.915214929,11.69470611,8.656639374,8.300887894,10.48668421,8.497672237,3.164448409,13.33914017,10.29352913,9.915039803,9.994848394,7.224059574,8.046807521,10.24767834,10.5166948,9.067219218,7.179451335,11.58073907,10.11147478,11.68887534,6.36894466,8.46319738,5.268782449,3.694746501,0.36120689,10.95269757,8.459706196,8.281234585,5.737337942,9.917588393,10.2375207,11.58848978,10.91216332,9.151909541,7.78734757,8.57504755,9.53604124,2.142053945,10.08262809,10.58348712,9.654342448,11.70528247,5.625393242,6.078349382,10.42920795,8.690832607,10.17746937,8.811011766,11.66808721,7.298951516,9.510382431,9.278251974,6.132007137,4.499629068,9.428764238,2.741984646,0.890252115,0.36120689,0,6.533055575,8.391677514,0.649845352,0,8.388004366,8.554450715,8.678843062,3.117927717,11.60637282,11.93880404,4.670534456,6.313256737,10.20241772,11.56792281,6.137847762,0.36120689,8.2646068,8.626840641,8.390452737,7.809472326,0.890252115,9.413799265,8.670213637,7.538553683,10.33780028,7.365176347,9.922672106,1.711935357,10.13138113,9.748008307,10.11480947,BRCA
sample_95,0,4.447612255,5.114287891,6.688362223,9.608681745,0,7.577912163,0.444349024,0,0,1.288417627,0,3.563109307,0,0,0,0,0,0.444349024,8.325975484,3.037926864,4.603632279,6.894005261,0,0,1.487126145,3.8056536,9.886659882,7.566974937,4.969845808,0,3.842395604,7.521058591,1.288417627,11.89631348,8.664098791,0.444349024,0,10.00683097,0.444349024,10.21377254,0,0,0,0,9.11718334,10.19569209,10.79364395,11.82914396,0,9.220192083,9.541845848,12.2944628,9.439155599,8.139290416,9.282544056,9.959538341,5.408545439,12.36115424,3.947301463,7.059182199,1.957988867,0,2.203671013,9.144102469,10.93376441,10.98112484,1.661704002,9.510087653,2.834124635,8.885983054,7.109026177,4.194662313,8.968277991,0.783498562,6.932852527,3.037926864,2.508048279,10.24773767,8.42769416,9.584489039,6.411587252,9.112491636,5.253505262,0.444349024,0,10.95750838,3.375317514,7.922655755,14.08733852,9.199137369,3.518396654,4.194662313,8.273133532,6.409935663,7.28281044,8.546566537,2.759241072,9.85442273,9.274166131,10.26668115,10.6751808,9.983891416,10.38618584,9.934234882,7.425836915,2.086070393,0.783498562,0.444349024,10.2822197,9.82029865,0,10.73928275,8.737859112,9.318567664,11.27388882,7.973226674,5.961414965,13.55251301,8.061571009,9.008232514,8.766817088,7.367170095,8.15579982,9.70361639,10.63615331,5.645263573,6.527401937,11.40668866,9.331823878,10.99725006,5.154724964,8.459083199,6.549789288,10.00733568,0,10.69194412,8.917530215,8.766817088,8.008002754,11.4353421,8.35169016,12.90987246,8.845838138,9.480529705,8.681400069,11.44022033,9.838575228,8.598499201,10.01439714,11.35637494,9.10966875,11.70995399,2.508048279,5.592322479,9.914422507,8.976698721,10.52330711,10.23238495,10.47623991,8.235650482,9.49718521,8.57003024,5.29385601,2.086070393,8.475255155,4.84650836,0.444349024,1.057970069,0,8.475255155,8.463512112,2.413539926,4.013229981,7.586059133,10.25010889,9.835753578,5.239802807,11.2067946,12.94229457,0,8.614518454,10.3555383,11.92687414,5.910423274,0.783498562,9.635946612,8.694559868,8.049837661,6.275349796,1.057970069,8.128174808,9.182729536,8.638215058,11.54766093,7.149899509,9.477614597,7.505311386,10.66912423,11.2805968,8.703325688,PRAD
sample_96,0.544089667,2.231647445,3.833132974,7.077296415,10.79522797,0,7.009055988,0.544089667,0,0,0,0,3.135436367,0,0,0,0,0,0,8.695753761,3.135436367,0,7.940272482,0,0,0,0,8.98245175,1.906313402,4.711203034,7.972198653,0,7.874907598,0,11.42177557,7.098569045,0,0.544089667,9.940573479,0,9.819265818,0,0,0,0.938248148,8.327337066,11.02666176,8.21394504,11.56612541,0.544089667,8.673005132,9.426533138,11.31823209,9.544506638,8.177887902,5.047276628,10.25749392,4.922078888,8.379863516,2.072654641,7.905657767,7.918583017,4.877808041,0.544089667,8.455232682,9.338419958,3.74074411,1.718262977,6.206242724,2.072654641,8.283468082,2.072654641,1.718262977,9.048841033,0.544089667,7.525395522,3.968892539,0,9.399132633,8.789840083,9.582066692,7.09495386,9.366726549,2.480497796,0,2.976601927,10.7586896,6.726572402,10.39929929,9.251096536,9.088229069,5.963090279,7.187401564,8.549969444,0.938248148,4.606578437,8.514264313,2.890096434,10.98455375,8.564004641,11.64933702,10.48894474,10.8235822,9.878037114,9.266200913,4.339108873,1.247502235,5.604098018,4.659838953,10.04372453,10.38651998,1.906313402,10.29111313,9.25759056,8.347054365,10.99625456,7.769057619,2.699773705,10.9054547,8.833955823,9.247839715,9.221512206,8.829602241,6.609636781,11.19403656,9.285392971,4.736215198,7.470561268,10.85532013,8.184716687,11.07280253,7.726006935,5.806586998,6.30148705,10.86704702,0.544089667,11.70542936,10.29847503,8.083585697,7.796072065,10.60508129,11.99444183,10.37760098,7.790113867,8.72884226,8.119677801,9.018578541,10.05453649,0,9.824376455,9.313708412,10.39734306,12.7496432,7.635848691,6.695033367,9.627893146,8.634959849,10.76554303,10.61350403,10.14700136,7.232046713,10.20750246,9.485803151,8.440088448,1.247502235,8.549969444,1.247502235,1.906313402,0,0,6.540323356,8.841177481,10.71020375,0,5.77072335,8.387776098,8.977216947,6.474961626,11.17323364,11.96581314,0,9.494991549,10.76478038,11.72346897,9.145364124,0,10.35627589,9.26190216,8.428628167,5.841583217,0.544089667,9.878037114,10.15919018,9.754175998,11.31475883,7.492742484,8.617147851,2.798071258,11.18349892,9.571682498,10.06670812,COAD
sample_97,0,2.517704028,3.03040671,5.90177922,9.736554142,0,6.648996002,0.402176425,0,0,0,1.961215834,2.619342576,0,0,0,0,0,0,11.02377514,3.5374079,2.155943478,7.944495384,0,0,0,1.192951618,8.506609082,5.318562693,6.58761702,0.402176425,0,5.999709177,0,13.37719697,7.865139371,0,0,9.497582429,0,9.491794987,0,0,0,0,3.759177144,11.10267781,10.08679969,10.7906906,0,8.940610182,8.849026588,10.8215189,9.93346789,8.121492075,7.759928119,10.04788733,4.979412619,11.17247126,2.762944057,7.188361359,5.831588471,0.402176425,3.176099329,9.888591058,10.08337295,10.90976561,3.576824431,7.981670022,3.41228022,7.437519059,1.192951618,2.459851251,9.254953009,0,2.54181217,3.5374079,1.961215834,8.139208544,9.029405951,9.559755641,7.670238427,8.167393055,9.526804374,2.619342576,3.65255533,9.710214084,0.974235604,6.577939346,5.419559116,10.40375769,1.550555952,5.686004603,4.824319805,4.409879672,8.908155405,8.902350994,1.961215834,11.2392405,8.761946756,10.21448913,10.56708145,10.33754386,10.02668942,10.6901115,5.815203949,2.18173866,0.716420286,0,9.28575129,9.591368999,1.192951618,11.57286125,9.020502201,8.493799421,10.6444692,9.007941105,3.793032295,11.87965982,9.924426546,9.787310019,9.393139439,7.326303639,7.644108639,10.20075151,10.02536107,4.010108453,7.502919298,11.01236614,10.64851937,10.67684742,6.252498922,9.488569234,2.459851251,1.382777906,0.974235604,10.22343462,8.992541859,7.7470248,5.171855318,10.60509981,8.7141459,11.86331903,6.955952072,8.70639241,8.017615748,9.833291761,9.822574017,0,9.656619712,11.39325637,8.738244292,10.63427561,8.530640427,3.41228022,10.46607646,8.425362788,9.506539663,8.646465107,11.48269201,7.385758885,9.447302301,8.794698529,3.368041931,0.716420286,5.703914644,1.192951618,0.402176425,0,0,6.482596628,7.553183842,2.459851251,0,7.545752196,7.087971938,9.415729094,2.893536955,11.6580106,12.45923436,5.05112409,4.066571444,9.256470544,11.47280251,3.750928021,0.716420286,9.28060608,8.924477023,8.2880632,8.827742824,1.382777906,7.839039979,8.964430402,7.749185619,10.58865843,10.25453263,9.99703831,1.382777906,10.31148722,11.01146489,11.06506602,BRCA
sample_98,0,2.98719351,2.67730527,7.134118239,9.689576978,0,6.186092444,0,0,0,1.05088474,0,2.402503901,0,0.619084288,0,0,0,0,9.157862272,1.652417657,4.883928676,7.743427449,0,0,0.619084288,6.698968529,8.962479616,5.490066254,4.792032803,0,3.676933079,6.310634592,4.740037066,14.02623813,8.788065751,0.619084288,0,9.059858169,0,9.648744047,0,0,0,0.619084288,8.450695772,9.968767577,10.95525758,11.26114292,0.619084288,8.595578252,9.008240919,11.3880119,9.919325183,8.569418937,9.099863248,9.703552371,6.09853957,10.92694084,2.402503901,6.713627087,2.785550552,1.879509735,1.382777906,9.899183185,10.96573379,9.916127274,2.075669535,9.373689533,5.667869423,6.792608116,8.35003307,4.452878728,9.226583187,1.382777906,8.697853729,3.793032295,1.879509735,9.376216573,8.763371735,9.030589896,5.911983926,8.373535116,2.668822596,0,1.05088474,11.221865,2.248322302,8.264620873,13.48994828,9.118063772,2.785550552,3.550666762,6.14297905,7.099295204,9.591769164,8.264620873,5.205771749,10.58833049,8.648616435,10.55325489,10.55582574,9.85899581,9.977995369,9.288473922,9.197907154,2.54181217,1.382777906,0,9.97952523,9.36550883,0.619084288,10.63671524,9.585745626,8.279475939,10.40830851,7.634803791,4.38048704,13.70390357,8.396660433,9.697978796,9.140157464,7.603344454,7.699468346,10.45859117,11.13549126,8.864699975,7.244021258,11.31736173,9.316634525,10.99708772,5.287224782,8.690385665,4.000486827,11.35444775,1.879509735,11.25924894,8.931145255,8.474801051,7.714266127,10.8012961,9.017223212,12.64197947,9.156507856,8.481302978,7.874397391,9.920123554,9.597769518,8.168466541,10.30209053,11.22800093,7.90697475,11.51123873,4.824319805,5.727454906,10.65936268,8.027463723,10.3443403,9.624364136,10.95175097,7.67318892,10.01881219,8.466080541,4.048000717,2.54181217,7.500355921,1.382777906,0,0.619084288,0,7.4213748,7.824105915,4.342881818,4.342881818,8.221239093,9.281037482,9.360814171,6.298407215,10.98455375,12.79874112,0,8.210836909,10.45917544,11.51118436,7.162512178,1.382777906,9.204854765,8.669650438,8.048029062,5.697968375,0.619084288,8.144076969,8.382390583,9.042368006,11.42756427,7.207873335,9.04822256,5.287224782,10.64156409,10.23438635,8.913616487,PRAD
sample_99,0,3.590877431,1.325789346,6.880012012,10.50349782,0,7.331723128,0.534460082,0,0,0,1.482177106,2.673827752,0,0,0,0,0,3.662114331,8.536845543,4.276920925,0,8.791657814,0,0,0,0,9.683915719,6.92633158,7.995976263,0,0,7.159286069,2.049282249,13.90146089,7.949464898,0.534460082,0,9.157233233,0,9.899749645,0,0,0,1.482177106,6.184853529,10.53872245,9.996021472,11.75064,0,9.025624071,8.704401684,11.5535957,9.939163388,8.216323899,7.201516245,10.55170826,4.464419956,8.913386112,4.06135283,5.8474583,7.762501635,5.13260563,4.373710845,9.41302915,9.700339142,10.37980072,5.186896674,7.561417791,6.888609322,9.450499894,6.083555914,7.048650343,8.35910822,0,7.367423488,4.549761569,3.610085818,9.188949783,8.826278354,9.806741324,7.107541417,9.197459989,8.982802533,2.332249635,1.696973088,10.21758214,2.332249635,8.768111526,6.931635786,8.47999847,5.953882141,5.256244549,7.156881964,8.343261236,7.409883066,8.840460087,4.870418974,10.65281809,8.747185967,10.7161078,11.05734196,10.66999228,10.42190703,10.08686601,7.087229445,1.883855382,0.534460082,1.482177106,9.490622273,10.18348651,0.923643625,10.76599877,8.489029064,8.791657814,11.27059318,8.647458426,4.892371596,12.32579452,7.800725213,9.438428015,10.31322317,7.282699259,8.73508887,10.80954307,9.896359653,9.383306849,8.149543909,10.77783885,10.15256372,11.46849168,5.66606916,8.739635489,3.610085818,4.603976406,0.534460082,10.81494289,9.907853574,8.313064415,5.878909222,10.74428726,9.879287635,9.750020224,8.163146469,9.199660077,8.474553667,9.008151262,10.43176919,1.482177106,9.249405044,10.39285404,7.611902692,12.16941458,5.691327572,8.15636122,9.849444198,9.877989585,10.11630497,8.79579941,10.48601039,7.762501635,9.957499671,9.256826686,3.556098287,3.760870279,4.404589814,4.630335572,0.923643625,0.534460082,0,8.013456677,8.467259099,4.342163583,0.923643625,5.822867784,8.246460344,8.280144384,4.681657277,11.39711841,11.58952007,2.332249635,6.821557163,9.57022193,10.61297904,4.681657277,0,9.73748566,9.478882847,9.063613491,8.505144625,3.940147953,8.873939281,8.521364878,8.608210459,10.23614578,9.734155804,9.719650639,0,10.64556837,10.86921596,10.77893953,BRCA
sample_100,0,3.882838656,3.59072177,5.892908263,9.277210671,0,7.450114247,1.047328984,0,0,0,1.765534746,2.834569649,2.070389328,0,0,0,0,4.109920477,8.685333994,5.008988783,0,9.061595309,0,0,0,1.047328984,9.177088104,5.112700133,7.431957188,0,0,6.645893279,0.341074883,13.55571552,7.995105705,0,0,9.578310415,0,9.091522659,0,0.341074883,0,2.070389328,6.256759709,10.89112295,9.917968728,11.35222554,1.047328984,9.113880179,9.594324604,11.98002173,9.067345618,8.268972347,7.756222713,10.73216743,5.54225805,8.974033071,3.169925001,7.181132375,3.369229156,0.616639997,3.476809377,9.918715681,10.56826967,11.73094982,4.580947429,8.351380981,5.270528942,9.153635627,5.606836014,3.640007722,9.55956829,0.341074883,6.136136004,5.653441283,1.765534746,10.1042056,8.79246496,10.01112939,7.099179464,9.065908842,7.309248961,2.070389328,0,10.36216301,2.938605728,7.857564295,6.354028938,10.95434174,1.047328984,3.126526899,5.290324869,5.329123596,8.158862106,8.653203362,3.814212012,12.5081092,9.465837777,10.78610623,10.85398785,10.44315076,11.16687233,9.638919145,6.635173947,1.975740227,0.847996907,0.341074883,9.970681128,8.777639983,0,11.9915927,7.97384084,7.9845153,9.587839385,8.997554928,4.153805336,12.01604217,8.126188211,11.21266053,9.003565697,6.785720547,8.382840144,10.38608881,9.886611112,7.854245054,7.864186145,11.47015044,10.7128107,9.955649908,6.650573585,9.169757178,3.126526899,2.887525271,1.047328984,10.54373752,9.282780329,9.606220121,5.491853096,9.762769031,9.547280156,11.47475543,8.363114118,9.676544221,8.331920143,8.424867516,10.54803197,2.5360529,9.808964175,11.64695016,9.296303677,11.44883386,7.316507819,4.996989744,10.25730533,9.671505684,8.914684105,9.252596844,11.25514663,8.850289995,11.11664936,9.480452961,3.369229156,0.616639997,8.448186528,6.820178962,0.341074883,0.616639997,0,6.803059091,9.043483951,1.047328984,0.341074883,7.330916878,7.87733322,9.229941151,3.169925001,11.99112144,12.78314763,2.600911971,6.813357939,9.771159296,11.55096798,5.791814071,0,9.866166169,9.226732489,8.704827018,9.339700828,2.600911971,8.214319121,9.265781457,8.313186887,10.17330236,6.934669821,11.36890473,1.222371811,10.96996205,10.78414405,10.59438993,BRCA
